HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,Vmag,IsMultiple,UpdateName
107539,0,60281,B 227,B 227,,,,,,,,0.0,
107526,0,60296,FAL 37,FAL 37,,,,,,,,0.0,
107760,0,60331,TOK 26,TOK 26,,,,,,,,0.0,
107547,0,60334,φ 198,φ 198,,,,,,,,0.0,
107658,0,60337,ΟΣ 247,ΟΣ 247,,,,,,,,0.0,
107724,0,60340,HDS 1743,HDS 1743,,,,,,,,0.0,
107649,0,60348,JNN 171,JNN 171,,,,,,,,0.0,
107661,0,60349,B 2294,B 2294,,,,,,,,0.0,
107663,0,60360,λ 153,λ 153,,,,,,,,0.0,
107691,0,60362,HWE 73,HWE 73,,,,,,,,0.0,
107692,0,60370,KPP 3034,KPP 3034,,,,,,,,0.0,
107719,0,60390,RST 588,RST 588,,,,,,,,0.0,
0,0,60412,HDS 1744,HDS 1744,,,,,,,,0.0,
107783,0,60414,RST 2793,RST 2793,,,,,,,,0.0,
107789,0,60432,RST 2794,RST 2794,,,,,,,,0.0,
107855,0,60445,HO 53,HO 53,,,,,,,,0.0,
107864,0,60446,Σ 1637,Σ 1637,,,,,,,,0.0,
107805,0,60455,EVS 19,EVS 19,,,,,,,,0.0,
107821,0,60459,JNN 172,JNN 172,,,,,,,,0.0,
107869,0,60468,λ 150,λ 150,,,,,,,,0.0,
107838,0,60469,HJ 4516,HJ 4516,,,,,,,,0.0,
107922,0,60471,ΟΣ 249,ΟΣ 249,,,,,,,,0.0,
107937,0,60500,ΟΣ 248,ΟΣ 248,,,,,,,,0.0,
107914,0,60503,HDO 216,HDO 216,,,,,,,,0.0,
107920,0,60513,JNN 173,JNN 173,,,,,,,,0.0,
108040,0,60516,Σ 1640,Σ 1640,,,,,,,,0.0,
108005,0,60522,ΟΣ 250,ΟΣ 250,,,,,,,,0.0,
108007,4719,60525,Σ 1639,Σ 1639,,,,,,,,0.0,
108012,0,60545,B 1716,B 1716,,,,,,,,0.0,
107998,4718,60549,HJ 4518,HJ 4518,,,,,,,,0.0,
107978,0,60552,I 512,I 512,,,,,,,,0.0,
107976,0,60557,BSO 8,BSO 8,,,,,,,,0.0,
108035,0,60577,RST 592,RST 592,,,,,,,,0.0,
108150,4727,60589,β 1432,β 1432,,,,,,,,0.0,
0,0,60593,YSC 98,YSC 98,,,,,,,,0.0,
108083,0,60594,DAW 62,DAW 62,,,,,,,,0.0,
108039,0,60624,HDS 1746,HDS 1746,,,,,,,,0.0,
108158,0,60636,HDS 1747,HDS 1747,,,,,,,,0.0,
108189,0,60641,OCC 104,OCC 104,,,,,,,,0.0,
108224,0,60643,Σ 1642,Σ 1642,,,,,,,,0.0,
108215,0,60665,β 606,β 606,,,,,,,,0.0,
108197,0,60674,HDS 1748,HDS 1748,,,,,,,,0.0,
108240,0,60680,β 922,β 922,,,,,,,,0.0,
108256,0,60701,HDS 1750,HDS 1750,,,,,,,,0.0,
108293,0,60723,FOX 174,FOX 174,,,,,,,,0.0,
108318,0,60726,AGC 4,AGC 4,,,,,,,,0.0,
108320,0,60727,A 78,A 78,,,,,,,,0.0,
108309,4734,60729,WIS 202,WIS 202,,,,,,,,0.0,
108337,0,60740,RSS 287,RSS 287,,,,,,,,0.0,
108424,0,60765,FOX 175,FOX 175,,,,,,,,0.0,
108423,0,60772,Σ 1644,Σ 1644,,,,,,,,0.0,
108410,0,60775,B 228,B 228,,,,,,,,0.0,
108297,0,60782,I 35,I 35,,,,,,,,0.0,
108341,0,60788,FMR 239,FMR 239,,,,,,,,0.0,
108472,0,60800,HDS 1753,HDS 1753,,,,,,,,0.0,
108474,0,60806,OCC 140,OCC 140,,,,,,,,0.0,
108489,0,60812,HDS 1754,HDS 1754,,,,,,,,0.0,
108494,0,60822,HDS 1755,HDS 1755,,,,,,,,0.0,
108574,0,60831,Σ 1645,Σ 1645,,,,,,,,0.0,
108447,0,60841,DON 528,DON 528,,,,,,,,0.0,
108501,4744,60851,KOU 9,KOU 9,,,,,,,,0.0,
108649,0,60858,HDS 1756,HDS 1756,,,,,,,,0.0,
108570,4749,60870,HDO 217,HDO 217,,,,,,,,0.0,
108568,0,60885,JNN 174,JNN 174,,,,,,,,0.0,
108618,0,60895,B 229,B 229,,,,,,,,0.0,
108643,0,60900,OCC 759,OCC 759,,,,,,,,0.0,
108633,0,60901,I 218,I 218,,,,,,,,0.0,
108610,0,60905,I 36,I 36,,,,,,,,0.0,
108603,0,60906,RST 595,RST 595,,,,,,,,0.0,
108693,0,60920,ΟΣ 251,ΟΣ 251,,,,,,,,0.0,
108754,0,60956,TOK 27,TOK 27,,,,,,,,0.0,
108742,0,60962,RST 5367,RST 5367,,,,,,,,0.0,
108749,0,60975,RST 4960,RST 4960,,,,,,,,0.0,
108771,0,61001,RSS 16,RSS 16,,,,,,,,0.0,
108863,0,61020,HJL 1069,HJL 1069,,,,,,,,0.0,
108751,0,61034,B 1717,B 1717,,,,,,,,0.0,
108875,0,61035,Σ 1647,Σ 1647,,,,,,,,0.0,
108891,0,61036,HDS 1759,HDS 1759,,,,,,,,0.0,
108877,0,61037,Σ 1648,Σ 1648,,,,,,,,0.0,
108896,0,61064,I 514,I 514,,,,,,,,0.0,
108944,0,61072,MET 60,MET 60,,,,,,,,0.0,
108889,0,61079,RST 4501,RST 4501,,,,,,,,0.0,
108904,0,61087,JNN 175,JNN 175,,,,,,,,0.0,
108933,0,61089,B 2295,B 2295,,,,,,,,0.0,
109011,0,61100,BAG 50,BAG 50,,,,,,,,0.0,
108934,0,61101,I 82,I 82,,,,,,,,0.0,
108979,0,61108,OCC 354,OCC 354,,,,,,,,0.0,
109005,0,61127,Σ 1649,Σ 1649,,,,,,,,0.0,
109032,0,61135,SHY 607,SHY 607,,,,,,,,0.0,
109013,0,61139,HDS 1761,HDS 1761,,,,,,,,0.0,
108998,0,61146,I 219,I 219,,,,,,,,0.0,
238130,0,61148,SKF 2013,SKF 2013,,,,,,,,0.0,
109000,4771,61158,DSG 15,DSG 15,,,,,,,,0.0,
109213,0,61169,Σ 1654,Σ 1654,,,,,,,,0.0,
109091,0,61202,JSP 539,JSP 539,,,,,,,,0.0,
0,0,61204,Σ 1652,Σ 1652,,,,,,,,0.0,
109048,0,61216,HEI 511,HEI 511,,,,,,,,0.0,
109159,0,61218,GWP 1825,GWP 1825,,,,,,,,0.0,
0,0,61223,AG 179,AG 179,,,,,,,,0.0,
109247,0,61237,A 1600,A 1600,,,,,,,,0.0,
109205,0,61245,HJ 1217,HJ 1217,,,,,,,,0.0,
0,0,61247,HDS 1762,HDS 1762,,,,,,,,0.0,
109173,0,61248,RST 3796,RST 3796,,,,,,,,0.0,
109195,0,61257,KOU 10,KOU 10,,,,,,,,0.0,
109223,0,61263,YSC 212,YSC 212,,,,,,,,0.0,
109197,0,61265,KOU 11,KOU 11,,,,,,,,0.0,
109269,0,61269,Σ 1653,Σ 1653,,,,,,,,0.0,
109280,0,61272,HO 537,HO 537,,,,,,,,0.0,
109165,0,61275,HDS 1763,HDS 1763,,,,,,,,0.0,
109138,0,61284,VGT 2,VGT 2,,,,,,,,0.0,
109286,0,61298,TOK 149,TOK 149,,,,,,,,0.0,
109288,0,61303,HDS 1764,HDS 1764,,,,,,,,0.0,
109310,0,61323,TOK 559,TOK 559,,,,,,,,0.0,
109312,4782,61328,HDO 218,HDO 218,,,,,,,,0.0,
109277,0,61332,RSS 288,RSS 288,,,,,,,,0.0,
109299,0,61333,RST 4963,RST 4963,,,,,,,,0.0,
109313,0,61338,HDS 1765,HDS 1765,,,,,,,,0.0,
109349,0,61345,LV 5,LV 5,,,,,,,,0.0,
109352,0,61347,HJ 4528,HJ 4528,,,,,,,,0.0,
109355,0,61365,TOB 91,TOB 91,,,,,,,,0.0,
109427,0,61369,β 797,β 797,,,,,,,,0.0,
0,0,61375,UC 2363,UC 2363,,,,,,,,0.0,
109374,0,61392,HDS 1766,HDS 1766,,,,,,,,0.0,
109444,0,61399,B 2296,B 2296,,,,,,,,0.0,
109452,0,61400,RST 4502,RST 4502,,,,,,,,0.0,
109483,0,61402,YSC 99,YSC 99,,,,,,,,0.0,
109435,0,61405,RSS 289,RSS 289,,,,,,,,0.0,
238136,0,61407,Σ 1660,Σ 1660,,,,,,,,0.0,
109499,0,61419,Σ 1658,Σ 1658,,,,,,,,0.0,
0,0,61421,LDS 1325,LDS 1325,,,,,,,,0.0,
109523,0,61439,FAL 40,FAL 40,,,,,,,,0.0,
109524,0,61451,LDS 413,LDS 413,,,,,,,,0.0,
109515,0,61454,RST 2806,RST 2806,,,,,,,,0.0,
109568,0,61464,CBL 145,CBL 145,,,,,,,,0.0,
109556,0,61466,Σ 1659,Σ 1659,,,,,,,,0.0,
109654,0,61474,Σ 1662,Σ 1662,,,,,,,,0.0,
109517,0,61479,RST 4503,RST 4503,,,,,,,,0.0,
109647,0,61481,SHY 236,SHY 236,,,,,,,,0.0,
109549,0,61484,HDS 1767,HDS 1767,,,,,,,,0.0,
109583,0,61485,UC 2369,UC 2369,,,,,,,,0.0,
109597,0,61491,BAL 872,BAL 872,,,,,,,,0.0,
109628,0,61493,Σ 1661,Σ 1661,,,,,,,,0.0,
109702,0,61512,A 1601,A 1601,,,,,,,,0.0,
109577,0,61516,HDS 1768,HDS 1768,,,,,,,,0.0,
109607,0,61517,RST 5526,RST 5526,,,,,,,,0.0,
109634,0,61518,SKF 1922,SKF 1922,,,,,,,,0.0,
109450,0,61524,HJ 4529,HJ 4529,,,,,,,,0.0,
109614,0,61549,I 906,I 906,,,,,,,,0.0,
109719,0,61550,A 562,A 562,,,,,,,,0.0,
109740,0,61554,SKF 2650,SKF 2650,,,,,,,,0.0,
109741,0,61560,AG 180,AG 180,,,,,,,,0.0,
109782,0,61584,Σ 1663,Σ 1663,,,,,,,,0.0,
109749,0,61595,R 203,R 203,,,,,,,,0.0,
109794,0,61608,TOK 150,TOK 150,,,,,,,,0.0,
109752,0,61613,JSP 544,JSP 544,,,,,,,,0.0,
109801,0,61646,I 907,I 907,,,,,,,,0.0,
109875,0,61656,Σ 1664,Σ 1664,,,,,,,,0.0,
0,0,61677,HDS 1771,HDS 1771,,,,,,,,0.0,
109930,0,61687,Σ 1665,Σ 1665,,,,,,,,0.0,
109908,0,61698,TOK 151,TOK 151,,,,,,,,0.0,
109983,0,61701,HDS 1772,HDS 1772,,,,,,,,0.0,
109867,4806,61703,HJ 4535,HJ 4535,,,,,,,,0.0,
109891,0,61715,RST 4504,RST 4504,,,,,,,,0.0,
109996,4812,61719,KUI 60,KUI 60,,,,,,,,0.0,
109985,0,61721,OCC 428,OCC 428,,,,,,,,0.0,
110025,0,61727,HJL 1072,HJL 1072,,,,,,,,0.0,
110026,0,61728,Σ 1666,Σ 1666,,,,,,,,0.0,
109961,0,61729,B 1215,B 1215,,,,,,,,0.0,
109857,4804,61738,I 296,I 296,,,,,,,,0.0,
110045,0,61754,YSC 213,YSC 213,,,,,,,,0.0,
110018,0,61764,HU 1494,HU 1494,,,,,,,,0.0,
0,0,61770,Σ 1667,Σ 1667,,,,,,,,0.0,
110035,0,61775,DAW 63,DAW 63,,,,,,,,0.0,
109952,0,61792,HDS 1773,HDS 1773,,,,,,,,0.0,
110020,4814,61796,KOU 13,KOU 13,,,,,,,,0.0,
110312,0,61799,HJ 2619,HJ 2619,,,,,,,,0.0,
0,0,61802,HDS 1774,HDS 1774,,,,,,,,0.0,
0,0,61816,OSO 47,OSO 47,,,,,,,,0.0,
110154,0,61823,LDS 4241,LDS 4241,,,,,,,,0.0,
0,0,61827,ES 727,ES 727,,,,,,,,0.0,
110041,0,61829,HDS 1775,HDS 1775,,,,,,,,0.0,
110196,0,61832,LDS 939,LDS 939,,,,,,,,0.0,
110022,0,61833,B 1720,B 1720,,,,,,,,0.0,
110205,0,61868,TOK 849,TOK 849,,,,,,,,0.0,
110213,0,61870,B 2297,B 2297,,,,,,,,0.0,
110261,0,61881,GWP 1844,GWP 1844,,,,,,,,0.0,
110520,0,61883,MLR 427,MLR 427,,,,,,,,0.0,
110225,0,61884,B 231,B 231,,,,,,,,0.0,
110280,0,61889,Σ 1668,Σ 1668,,,,,,,,0.0,
110297,0,61890,COU 596,COU 596,,,,,,,,0.0,
110206,0,61898,JSP 550,JSP 550,,,,,,,,0.0,
0,0,61900,Σ 1671,Σ 1671,,,,,,,,0.0,
110315,0,61901,RDR 4,RDR 4,,,,,,,,0.0,
110299,0,61903,OCC 393,OCC 393,,,,,,,,0.0,
110253,0,61905,UC 2384,UC 2384,,,,,,,,0.0,
110229,0,61906,HDS 1777,HDS 1777,,,,,,,,0.0,
110318,4822,61910,Σ 1669,HD 110317/HD 110318/HIP 61910/HR 4821/HR 4822/SAO 157447/SAO 157448/Σ 1669/Σ 1669 A/Σ 1669 B,,,,,,,,1.0,
110463,0,61946,SHY 64,SHY 64,,,,,,,,0.0,
110324,0,61948,HDS 1778,HDS 1778,,,,,,,,0.0,
110412,0,61950,HO 54,HO 54,,,,,,,,0.0,
110310,0,61959,HDS 1779,HDS 1779,,,,,,,,0.0,
110311,4820,61981,EVS 20,EVS 20,,,,,,,,0.0,
110372,0,61982,φ 200,φ 200,,,,,,,,0.0,
110465,0,61986,A 1851,A 1851,,,,,,,,0.0,
0,0,61987,HU 892,HU 892,,,,,,,,0.0,
110401,0,61996,RST 605,RST 605,,,,,,,,0.0,
0,0,61997,HDS 1780,HDS 1780,,,,,,,,0.0,
110523,0,62014,LDS 3057,LDS 3057,,,,,,,,0.0,
110534,0,62018,Σ 1672,Σ 1672,,,,,,,,0.0,
110461,4832,62026,KOU 15,KOU 15,,,,,,,,0.0,
110484,0,62032,JNN 176,JNN 176,,,,,,,,0.0,
110571,0,62033,ES 438,ES 438,,,,,,,,0.0,
110555,0,62034,A 1602,A 1602,,,,,,,,0.0,
110537,0,62039,LLO 9,LLO 9,,,,,,,,0.0,
110678,4840,62046,LDS 2320,LDS 2320,,,,,,,,0.0,
110529,0,62051,RST 2811,RST 2811,,,,,,,,0.0,
110561,0,62063,B 2300,B 2300,,,,,,,,0.0,
110630,0,62091,BAL 2391,BAL 2391,,,,,,,,0.0,
110644,0,62100,A 2488,A 2488,,,,,,,,0.0,
110762,0,62101,ΟΣ 254,ΟΣ 254,,,,,,,,0.0,
110662,0,62109,HU 738,HU 738,,,,,,,,0.0,
110689,0,62112,Σ 1674,Σ 1674,,,,,,,,0.0,
110661,0,62113,OCC 9030,OCC 9030,,,,,,,,0.0,
110703,0,62116,HO 380,HO 380,,,,,,,,0.0,
233976,0,62121,ES 729,ES 729,,,,,,,,0.0,
110721,0,62130,ΟΣ 253,ΟΣ 253,,,,,,,,0.0,
110295,0,62132,HDS 1782,HDS 1782,,,,,,,,0.0,
110657,0,62137,RSS 293,RSS 293,,,,,,,,0.0,
110787,0,62140,HO 256,HO 256,,,,,,,,0.0,
110833,0,62145,RDR 5,RDR 5,,,,,,,,0.0,
110789,0,62162,HDS 1783,HDS 1783,,,,,,,,0.0,
110697,0,62171,JNN 177,JNN 177,,,,,,,,0.0,
110869,0,62175,LDS 1335,LDS 1335,,,,,,,,0.0,
110790,0,62183,HDS 1784,HDS 1784,,,,,,,,0.0,
110770,0,62196,HJ 4546,HJ 4546,,,,,,,,0.0,
0,0,62201,A 1783,A 1783,,,,,,,,0.0,
110737,0,62205,HDS 1785,HDS 1785,,,,,,,,0.0,
110836,0,62206,RST 4965,RST 4965,,,,,,,,0.0,
110883,0,62213,HJ 521,HJ 521,,,,,,,,0.0,
0,0,62215,HDS 1786,HDS 1786,,,,,,,,0.0,
110786,0,62227,COO 140,COO 140,,,,,,,,0.0,
110827,0,62228,HDS 1787,HDS 1787,,,,,,,,0.0,
110886,0,62234,Σ 1677,Σ 1677,,,,,,,,0.0,
110899,0,62237,J 432,J 432,,,,,,,,0.0,
110451,0,62239,HJ 4538,HJ 4538,,,,,,,,0.0,
110760,0,62247,GLI 183,GLI 183,,,,,,,,0.0,
110932,0,62248,Σ 1678,Σ 1678,,,,,,,,0.0,
110851,0,62263,HDS 1790,HDS 1790,,,,,,,,0.0,
110830,0,62270,HDS 1791,HDS 1791,,,,,,,,0.0,
110677,0,62287,HJ 4544,HJ 4544,,,,,,,,0.0,
110775,0,62289,HJ 4545,HJ 4545,,,,,,,,0.0,
110863,0,62291,JSP 917,JSP 917,,,,,,,,0.0,
110909,0,62293,SKF 1123,SKF 1123,,,,,,,,0.0,
111041,0,62303,Σ 1679,Σ 1679,,,,,,,,0.0,
110979,0,62304,OCC 1093,OCC 1093,,,,,,,,0.0,
0,0,62308,A 2061,A 2061,,,,,,,,0.0,
110965,0,62309,B 232,B 232,,,,,,,,0.0,
111005,0,62318,ΟΣ 255,ΟΣ 255,,,,,,,,0.0,
110925,0,62324,B 1722,B 1722,,,,,,,,0.0,
111017,0,62337,RST 2814,RST 2814,,,,,,,,0.0,
111066,0,62349,ENG 48,ENG 48,,,,,,,,0.0,
111032,4850,62360,HDO 219,HDO 219,,,,,,,,0.0,
111154,0,62384,SHY 612,SHY 612,,,,,,,,0.0,
111074,0,62390,HDS 1793,HDS 1793,,,,,,,,0.0,
111136,0,62395,RST 3807,RST 3807,,,,,,,,0.0,
0,0,62398,AG 181,AG 181,,,,,,,,0.0,
111252,0,62405,HDS 1794,HDS 1794,,,,,,,,0.0,
111117,0,62407,SKF 1948,SKF 1948,,,,,,,,0.0,
111144,0,62412,KIR 16,KIR 16,,,,,,,,0.0,
111090,0,62416,COO 141,COO 141,,,,,,,,0.0,
111199,4856,62421,RST 4966,RST 4966,,,,,,,,0.0,
111104,0,62431,RST 2815,RST 2815,,,,,,,,0.0,
111213,0,62433,GWP 1857,GWP 1857,,,,,,,,0.0,
0,0,62440,COU 2104,COU 2104,,,,,,,,0.0,
111170,0,62445,TOK 720,TOK 720,,,,,,,,0.0,
111274,0,62466,β 459,β 459,,,,,,,,0.0,
111234,0,62467,λ 161,λ 161,,,,,,,,0.0,
111261,0,62472,HJ 4551,HJ 4551,,,,,,,,0.0,
111244,0,62481,SKF 1949,SKF 1949,,,,,,,,0.0,
111161,0,62482,HJ 4550,HJ 4550,,,,,,,,0.0,
111367,0,62507,KPP 3260,KPP 3260,,,,,,,,0.0,
111311,0,62508,YSC 214,YSC 214,,,,,,,,0.0,
111559,0,62515,MLR 327,MLR 327,,,,,,,,0.0,
0,0,62528,S 642,S 642,,,,,,,,0.0,
111340,0,62535,UC 2408,UC 2408,,,,,,,,0.0,
111152,0,62539,HDS 1796,HDS 1796,,,,,,,,0.0,
0,0,62548,COU 1426,COU 1426,,,,,,,,0.0,
111283,0,62555,GLI 185,GLI 185,,,,,,,,0.0,
111302,0,62560,NZO 32,NZO 32,,,,,,,,0.0,
111331,0,62571,HDS 1797,HDS 1797,,,,,,,,0.0,
111937,0,62574,HDS 1798,HDS 1798,,,,,,,,0.0,
111446,0,62584,RST 3810,RST 3810,,,,,,,,0.0,
111484,0,62596,Σ 1681,Σ 1681,,,,,,,,0.0,
111515,0,62607,ENG 50,ENG 50,,,,,,,,0.0,
111461,0,62621,HDS 1799,HDS 1799,,,,,,,,0.0,
111409,0,62624,HDS 1800,HDS 1800,,,,,,,,0.0,
111477,0,62643,HDS 1801,HDS 1801,,,,,,,,0.0,
111520,0,62657,SKF 1016,SKF 1016,,,,,,,,0.0,
111442,0,62671,RSS 295,RSS 295,,,,,,,,0.0,
111537,0,62675,CPO 352,CPO 352,,,,,,,,0.0,
111689,0,62678,ES 731,ES 731,,,,,,,,0.0,
111660,0,62697,HDS 1803,HDS 1803,,,,,,,,0.0,
111570,0,62699,TOK 385,TOK 385,,,,,,,,0.0,
111717,0,62706,HDS 1804,HDS 1804,,,,,,,,0.0,
111580,0,62725,B 2303,B 2303,,,,,,,,0.0,
111636,0,62726,HJ 4552,HJ 4552,,,,,,,,0.0,
111702,0,62740,OCC 261,OCC 261,,,,,,,,0.0,
111720,4877,62743,Σ 1682,Σ 1682,,,,,,,,0.0,
111782,0,62752,ES 439,ES 439,,,,,,,,0.0,
111697,0,62753,RSS 296,RSS 296,,,,,,,,0.0,
111813,0,62758,HJL 1074,HJL 1074,,,,,,,,0.0,
111767,0,62761,Σ 1683,Σ 1683,,,,,,,,0.0,
111750,0,62766,λ 164,λ 164,,,,,,,,0.0,
111737,0,62767,HJ 4554,HJ 4554,,,,,,,,0.0,
111816,0,62776,TOK 671,TOK 671,,,,,,,,0.0,
111842,0,62778,Σ 1684,Σ 1684,,,,,,,,0.0,
111785,0,62790,B 235,B 235,,,,,,,,0.0,
111860,0,62791,LDS 4287,LDS 4287,,,,,,,,0.0,
111818,0,62795,OCC 451,OCC 451,,,,,,,,0.0,
111925,0,62812,YSC 100,YSC 100,,,,,,,,0.0,
111957,0,62818,COU 2188,COU 2188,,,,,,,,0.0,
111790,4882,62821,HDO 220,HDO 220,,,,,,,,0.0,
111908,0,62827,ABH 80,ABH 80,,,,,,,,0.0,
111882,0,62845,B 1216,B 1216,,,,,,,,0.0,
112247,0,62850,LDS 1761,LDS 1761,,,,,,,,0.0,
111997,0,62860,TOK 152,TOK 152,,,,,,,,0.0,
111945,0,62868,HDS 1807,HDS 1807,,,,,,,,0.0,
111930,0,62880,λ 165,λ 165,,,,,,,,0.0,
112031,0,62881,YSC 237,YSC 237,,,,,,,,0.0,
111980,0,62882,RST 2821,RST 2821,,,,,,,,0.0,
112016,0,62888,HU 894,HU 894,,,,,,,,0.0,
111969,0,62903,RST 610,RST 610,,,,,,,,0.0,
111984,0,62907,HJ 4555,HJ 4555,,,,,,,,0.0,
112083,0,62910,Σ 1688,Σ 1688,,,,,,,,0.0,
111934,0,62913,HDS 1808,HDS 1808,,,,,,,,0.0,
111971,0,62923,φ 66,φ 66,,,,,,,,0.0,
112019,0,62925,TOK 153,TOK 153,,,,,,,,0.0,
112232,0,62926,HDS 1809,HDS 1809,,,,,,,,0.0,
112053,0,62934,I 910,I 910,,,,,,,,0.0,
112052,0,62939,STN 26,STN 26,,,,,,,,0.0,
112115,0,62943,YSC 47,YSC 47,,,,,,,,0.0,
112009,0,62946,I 297,I 297,,,,,,,,0.0,
111990,0,62953,B 805,B 805,,,,,,,,0.0,
112074,0,62954,S 643,S 643,,,,,,,,0.0,
111992,0,62959,φ 46,φ 46,,,,,,,,0.0,
112087,0,62969,RST 5370,RST 5370,,,,,,,,0.0,
112651,0,62971,ΟΣ 258,ΟΣ 258,,,,,,,,0.0,
112140,0,62974,HDS 1810,HDS 1810,,,,,,,,0.0,
112086,0,62978,HJ 4556,HJ 4556,,,,,,,,0.0,
112100,0,62979,DON 562,DON 562,,,,,,,,0.0,
111953,0,62981,HDS 1811,HDS 1811,,,,,,,,0.0,
112131,4901,62983,CHR 206,CHR 206,,,,,,,,0.0,
112044,4895,62986,EVS 21,EVS 21,,,,,,,,0.0,
112196,0,63008,MET 9,MET 9,,,,,,,,0.0,
112145,0,63012,TOK 721,TOK 721,,,,,,,,0.0,
112067,0,63021,RST 611,RST 611,,,,,,,,0.0,
112136,0,63032,WIS 209,WIS 209,,,,,,,,0.0,
112311,0,63034,Σ 1691,Σ 1691,,,,,,,,0.0,
112109,0,63041,JNN 179,JNN 179,,,,,,,,0.0,
112147,0,63049,BLK 11,BLK 11,,,,,,,,0.0,
0,0,63071,A 1092,A 1092,,,,,,,,0.0,
112384,0,63078,HDS 1812,HDS 1812,,,,,,,,0.0,
112278,0,63081,Σ 1689,Σ 1689,,,,,,,,0.0,
112150,0,63085,HDS 1813,HDS 1813,,,,,,,,0.0,
112395,0,63089,DAM 711,DAM 711,,,,,,,,0.0,
112394,0,63091,MLR 553,MLR 553,,,,,,,,0.0,
112243,0,63111,B 1218,B 1218,,,,,,,,0.0,
112216,0,63112,JSP 564,JSP 564,,,,,,,,0.0,
112244,4908,63117,HDO 221,HDO 221,,,,,,,,0.0,
112269,0,63136,φ 62,φ 62,,,,,,,,0.0,
112372,0,63139,Σ 1690,Σ 1690,,,,,,,,0.0,
112486,4917,63143,Σ 1695,Σ 1695,,,,,,,,0.0,
112415,0,63147,GWP 1880,GWP 1880,,,,,,,,0.0,
112398,0,63155,ΟΣ 256,ΟΣ 256,,,,,,,,0.0,
112295,0,63167,HDS 1814,HDS 1814,,,,,,,,0.0,
112501,0,63179,β 925,β 925,,,,,,,,0.0,
112361,0,63182,I 83,I 83,,,,,,,,0.0,
112448,0,63183,Σ 1693,Σ 1693,,,,,,,,0.0,
112515,0,63191,ΟΣ 257,ΟΣ 257,,,,,,,,0.0,
112381,0,63204,HDS 1815,HDS 1815,,,,,,,,0.0,
0,0,63212,Σ 1697,Σ 1697,,,,,,,,0.0,
112503,0,63221,φ 380,φ 380,,,,,,,,0.0,
112367,0,63228,HDS 1816,HDS 1816,,,,,,,,0.0,
112456,0,63229,COO 142,COO 142,,,,,,,,0.0,
112571,0,63231,Σ 1696,Σ 1696,,,,,,,,0.0,
112986,0,63232,MLR 429,MLR 429,,,,,,,,0.0,
112383,0,63236,KOU 17,KOU 17,,,,,,,,0.0,
112572,0,63237,COU 397,COU 397,,,,,,,,0.0,
112517,0,63240,A 146,A 146,,,,,,,,0.0,
112575,0,63257,SKF 227,SKF 227,,,,,,,,0.0,
112471,0,63258,HDS 1817,HDS 1817,,,,,,,,0.0,
0,0,63262,YSC 238,YSC 238,,,,,,,,0.0,
112574,0,63263,STN 27,STN 27,,,,,,,,0.0,
112509,0,63272,JNN 180,JNN 180,,,,,,,,0.0,
112563,0,63276,HJ 4560,HJ 4560,,,,,,,,0.0,
112603,0,63286,TOK 563,TOK 563,,,,,,,,0.0,
112593,0,63294,B 1219,B 1219,,,,,,,,0.0,
112536,0,63299,HDS 1818,HDS 1818,,,,,,,,0.0,
112581,0,63307,RST 1697,RST 1697,,,,,,,,0.0,
112798,0,63308,HJ 2628,HJ 2628,,,,,,,,0.0,
112706,0,63310,LDS 2893,LDS 2893,,,,,,,,0.0,
112733,0,63317,Σ 1702,Σ 1702,,,,,,,,0.0,
112734,0,63320,DRS 50,DRS 50,,,,,,,,0.0,
234001,0,63324,HEI 163,HEI 163,,,,,,,,0.0,
112753,0,63333,Σ 1699,Σ 1699,,,,,,,,0.0,
112754,0,63334,Σ 1700,Σ 1700,,,,,,,,0.0,
112659,0,63335,λ 166,λ 166,,,,,,,,0.0,
112720,0,63348,RST 4507,RST 4507,,,,,,,,0.0,
112681,0,63358,HDS 1820,HDS 1820,,,,,,,,0.0,
112758,0,63366,B 2541,B 2541,,,,,,,,0.0,
112859,0,63368,HDS 1821,HDS 1821,,,,,,,,0.0,
112723,0,63374,RSS 297,RSS 297,,,,,,,,0.0,
112802,0,63376,Σ 1703,Σ 1703,,,,,,,,0.0,
112636,0,63377,TOK 722,TOK 722,,,,,,,,0.0,
112791,0,63378,HDS 1822,HDS 1822,,,,,,,,0.0,
112815,0,63386,Σ 1701,Σ 1701,,,,,,,,0.0,
112608,0,63387,COO 144,COO 144,,,,,,,,0.0,
112806,0,63400,RST 3817,RST 3817,,,,,,,,0.0,
112887,0,63405,KPP 3882,KPP 3882,,,,,,,,0.0,
112886,0,63407,WSI 1,WSI 1,,,,,,,,0.0,
112747,0,63409,HJ 4562,HJ 4562,,,,,,,,0.0,
112764,0,63422,Δ 127,Δ 127,,,,,,,,0.0,
112889,0,63428,RST 5373,RST 5373,,,,,,,,0.0,
112779,0,63430,B 1220,B 1220,,,,,,,,0.0,
112959,0,63440,LDS 1353,LDS 1353,,,,,,,,0.0,
112915,0,63446,Σ 1706,Σ 1706,,,,,,,,0.0,
112890,0,63459,I 1225,I 1225,,,,,,,,0.0,
112851,0,63464,CPO 13,CPO 13,,,,,,,,0.0,
112904,0,63469,I 912,I 912,,,,,,,,0.0,
