HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,Vmag,IsMultiple,UpdateName
1335,0,1417,ES 2578,ES 2578,,,,,,,,0.0,
1381,0,1430,UC 348,UC 348,,,,,,,,0.0,
1362,0,1441,HDS 41,HDS 41,,,,,,,,0.0,
1388,0,1444,LLO 2,LLO 2,,,,,,,,0.0,
0,0,1447,AG 1,AG 1,,,,,,,,0.0,
1384,0,1460,YSC 79,YSC 79,,,,,,,,0.0,
1360,0,1461,A 803,A 803,,,,,,,,0.0,
1431,0,1464,β 393,β 393,,,,,,,,0.0,
1402,0,1478,ES 41,ES 41,,,,,,,,0.0,
1466,0,1481,CVN 33,CVN 33,,,,,,,,0.0,
1430,0,1482,COU 21,COU 21,,,,,,,,0.0,
1429,0,1488,Σ 24,Σ 24,,,,,,,,0.0,
1451,0,1489,HJ 1949,HJ 1949,,,,,,,,0.0,
1428,0,1492,ES 2579,ES 2579,,,,,,,,0.0,
1450,0,1503,Σ 25,Σ 25,,,,,,,,0.0,
1472,0,1509,HJ 1951,HJ 1951,,,,,,,,0.0,
1494,0,1516,RST 4,RST 4,,,,,,,,0.0,
1491,0,1517,GAL 16,GAL 16,,,,,,,,0.0,
1558,0,1531,HDS 42,HDS 42,,,,,,,,0.0,
1487,0,1542,STI 1324,STI 1324,,,,,,,,0.0,
1479,0,1543,KR 4,KR 4,,,,,,,,0.0,
1524,0,1544,RST 2239,RST 2239,,,,,,,,0.0,
1518,0,1584,HJ 1952,HJ 1952,,,,,,,,0.0,
1585,0,1602,HJ 1955,HJ 1955,,,,,,,,0.0,
0,0,1606,HDS 43,HDS 43,,,,,,,,0.0,
1611,0,1610,I 701,I 701,,,,,,,,0.0,
232161,0,1621,HDS 44,HDS 44,,,,,,,,0.0,
1620,0,1625,B 1025,B 1025,,,,,,,,0.0,
1614,0,1642,A 647,A 647,,,,,,,,0.0,
1634,0,1646,β 1015,β 1015,,,,,,,,0.0,
1707,0,1651,B 1907,B 1907,,,,,,,,0.0,
1641,0,1669,AC 1,AC 1,,,,,,,,0.0,
1663,81,1670,β 1093,β 1093,,,,,,,,0.0,
1706,0,1672,RST 2241,RST 2241,,,,,,,,0.0,
1624,0,1674,HJ 1018,HJ 1018,,,,,,,,0.0,
0,0,1676,HDS 45,HDS 45,,,,,,,,0.0,
1649,0,1681,ES 1485,ES 1485,,,,,,,,0.0,
1722,0,1693,HDS 46,HDS 46,,,,,,,,0.0,
0,0,1695,COU 348,COU 348,,,,,,,,0.0,
1739,0,1705,RST 6,RST 6,,,,,,,,0.0,
1716,0,1709,HJ 1020,HJ 1020,,,,,,,,0.0,
1762,0,1723,HDS 47,HDS 47,,,,,,,,0.0,
1765,0,1729,SKF 2140,SKF 2140,,,,,,,,0.0,
1766,0,1732,HJ 1957,HJ 1957,,,,,,,,0.0,
1756,0,1740,HDS 48,HDS 48,,,,,,,,0.0,
1743,0,1743,HDS 49,HDS 49,,,,,,,,0.0,
1808,0,1747,RST 7,RST 7,,,,,,,,0.0,
1798,0,1753,HDS 50,HDS 50,,,,,,,,0.0,
1824,0,1778,HDS 51,HDS 51,,,,,,,,0.0,
232172,0,1819,ES 866,ES 866,,,,,,,,0.0,
2002,0,1838,I 436,I 436,,,,,,,,0.0,
0,0,1847,HDS 53,HDS 53,,,,,,,,0.0,
2001,0,1876,VOU 16,VOU 16,,,,,,,,0.0,
1985,0,1877,HDS 54,HDS 54,,,,,,,,0.0,
1917,0,1892,FOX 106,FOX 106,,,,,,,,0.0,
1940,0,1896,HDS 55,HDS 55,,,,,,,,0.0,
1978,0,1900,β 488,β 488,,,,,,,,0.0,
1967,90,1901,β pm 7,β pm 7,,β pm 7,,,,,,0.0,
1976,91,1921,HU 506,HU 506,,,,,,,,0.0,
2020,0,1946,YSC 80,YSC 80,,,,,,,,0.0,
0,0,1951,LMP 25,LMP 25,,,,,,,,0.0,
2133,0,1953,BAS 1,BAS 1,,,,,,,,0.0,
2071,0,1954,HJ 3364,HJ 3364,,,,,,,,0.0,
0,0,1997,Σ 29,Σ 29,,,,,,,,0.0,
2095,0,2002,A 2301,A 2301,,,,,,,,0.0,
2144,0,2010,DON 4,DON 4,,,,,,,,0.0,
2125,0,2018,HO 210,HO 210,,,,,,,,0.0,
2202,0,2028,HJ 3365,HJ 3365,,,,,,,,0.0,
2153,0,2033,ES 222,ES 222,,,,,,,,0.0,
2157,0,2035,HDS 57,HDS 57,,,,,,,,0.0,
2225,0,2041,HDS 58,HDS 58,,,,,,,,0.0,
2192,0,2046,MIL 1,MIL 1,,,,,,,,0.0,
2174,0,2048,HDS 59,HDS 59,,,,,,,,0.0,
0,0,2060,HU 407,HU 407,,,,,,,,0.0,
2237,0,2066,YR 4,YR 4,,,,,,,,0.0,
0,0,2070,STI 58,STI 58,,,,,,,,0.0,
2235,0,2080,HDO 18,HDO 18,,,,,,,,0.0,
0,0,2090,HDS 60,HDS 60,,,,,,,,0.0,
2230,0,2097,ES 1052,ES 1052,,,,,,,,0.0,
2353,0,2111,HJ 3366,HJ 3366,,,,,,,,0.0,
2519,0,2115,I 177,I 177,,,,,,,,0.0,
2307,0,2117,SCJ 1,SCJ 1,,,,,,,,0.0,
2338,0,2136,TOK 809,TOK 809,,,,,,,,0.0,
2291,0,2146,STI 64,STI 64,,,,,,,,0.0,
2316,0,2147,β 1225,β 1225,,,,,,,,0.0,
2343,0,2170,HDS 62,HDS 62,,,,,,,,0.0,
2358,0,2178,ΟΣ 10,ΟΣ 10,,,,,,,,0.0,
2406,0,2187,HDS 63,HDS 63,,,,,,,,0.0,
0,0,2202,BPM 12,BPM 12,,,,,,,,0.0,
2390,0,2206,β 779,β 779,,,,,,,,0.0,
2425,0,2207,I 702,I 702,,,,,,,,0.0,
2421,104,2225,LSC 7,LSC 7,,,,,,,,0.0,
2482,0,2226,I 44,I 44,,,,,,,,0.0,
2480,0,2236,HU 1329,HU 1329,,,,,,,,0.0,
2475,108,2237,B 1909,B 1909,,,,,,,,0.0,
2474,0,2242,JKS 1,JKS 1,,,,,,,,0.0,
2488,0,2246,RST 4146,RST 4146,,,,,,,,0.0,
2461,0,2248,ES 1939,ES 1939,,,,,,,,0.0,
2531,0,2251,RSS 43,RSS 43,,,,,,,,0.0,
2471,0,2252,A 1504,A 1504,,,,,,,,0.0,
2527,0,2263,LDS 2126,LDS 2126,,,,,,,,0.0,
2486,0,2271,HDS 64,HDS 64,,,,,,,,0.0,
2542,0,2275,MLR 2,MLR 2,,,,,,,,0.0,
2573,0,2278,RST 1189,RST 1189,,,,,,,,0.0,
2523,0,2280,A 805,A 805,,,,,,,,0.0,
2585,0,2286,HDS 65,HDS 65,,,,,,,,0.0,
2571,0,2287,HU 1203,HU 1203,,,,,,,,0.0,
2567,0,2292,SHY 384,SHY 384,,,,,,,,0.0,
2584,0,2294,SKF 1260,SKF 1260,,,,,,,,0.0,
2536,0,2308,ES 613,ES 613,,,,,,,,0.0,
0,0,2309,HEI 200,HEI 200,,,,,,,,0.0,
236426,0,2328,A 909,A 909,,,,,,,,0.0,
2643,0,2342,B 639,B 639,,,,,,,,0.0,
2638,0,2350,RAO 1,RAO 1,,,,,,,,0.0,
2659,0,2362,RST 3345,RST 3345,,,,,,,,0.0,
2670,0,2368,GWP 55,GWP 55,,,,,,,,0.0,
2610,0,2371,SKF 2558,SKF 2558,,,,,,,,0.0,
0,0,2375,UC 380,UC 380,,,,,,,,0.0,
2626,113,2377,β 1094,β 1094,,,,,,,,0.0,
2696,118,2381,DRS 26,DRS 26,,,,,,,,0.0,
2726,120,2383,SOZ 5,SOZ 5,,,,,,,,0.0,
2590,0,2385,HJ 1973,HJ 1973,,,,,,,,0.0,
2694,0,2386,SKF 2142,SKF 2142,,,,,,,,0.0,
0,0,2397,DEA 36,DEA 36,,,,,,,,0.0,
2719,0,2403,BVD 12,BVD 12,,,,,,,,0.0,
2688,0,2407,ΟΣ 11,ΟΣ 11,,,,,,,,0.0,
0,0,2411,HDS 66,HDS 66,,,,,,,,0.0,
0,0,2424,RST 1191,RST 1191,,,,,,,,0.0,
2731,0,2429,Σ 33,Σ 33,,,,,,,,0.0,
0,0,2430,HDS 67,HDS 67,,,,,,,,0.0,
2760,0,2431,HJ 1981,HJ 1981,,,,,,,,0.0,
2762,0,2433,HDS 69,HDS 69,,,,,,,,0.0,
2712,0,2437,HDS 68,HDS 68,,,,,,,,0.0,
0,0,2438,B 2553,B 2553,,,,,,,,0.0,
2761,0,2444,β 1158,β 1158,,,,,,,,0.0,
2795,0,2467,GAL 302,GAL 302,,,,,,,,0.0,
2767,122,2475,HJ 5451,HJ 5451,,,,,,,,0.0,
2819,0,2483,HJ 1980,HJ 1980,,,,,,,,0.0,
236450,0,2493,β 1226,β 1226,,,,,,,,0.0,
2815,0,2502,HDS 70,HDS 70,,,,,,,,0.0,
2814,0,2509,ΟΣ 13,ΟΣ 13,,,,,,,,0.0,
2861,0,2511,LDS 2134,LDS 2134,,,,,,,,0.0,
2824,0,2526,GRF 23,GRF 23,,,,,,,,0.0,
2894,0,2527,B 1910,B 1910,,,,,,,,0.0,
0,0,2528,COU 2151,COU 2151,,,,,,,,0.0,
0,0,2530,RST 2246,RST 2246,,,,,,,,0.0,
2893,0,2532,HDS 71,HDS 71,,,,,,,,0.0,
0,0,2540,LDS 9092,LDS 9092,,,,,,,,0.0,
2891,0,2549,HDS 72,HDS 72,,,,,,,,0.0,
2989,0,2556,DON 7,DON 7,,,,,,,,0.0,
2887,0,2562,RAS 17,RAS 17,,,,,,,,0.0,
2947,0,2572,HJ 3442,HJ 3442,,,,,,,,0.0,
2925,0,2573,β 1310,β 1310,,,,,,,,0.0,
2770,0,2575,Σ 34,Σ 34,,,,,,,,0.0,
2923,0,2576,HDS 73,HDS 73,,,,,,,,0.0,
2933,0,2587,HO 211,HO 211,,,,,,,,0.0,
2954,0,2595,J 183,J 183,,,,,,,,0.0,
2996,0,2608,LSC 8,LSC 8,,,,,,,,0.0,
2985,0,2609,GRV 29,GRV 29,,,,,,,,0.0,
3019,0,2623,LDS 1077,LDS 1077,,,,,,,,0.0,
3018,0,2627,HJ 1984,HJ 1984,,,,,,,,0.0,
2904,129,2628,LDS 5278,LDS 5278,,,,,,,,0.0,
3033,0,2631,HDS 74,HDS 74,,,,,,,,0.0,
2982,0,2635,A 911,A 911,,,,,,,,0.0,
2993,0,2643,HO 3,HO 3,,,,,,,,0.0,
3093,0,2646,HJ 3378,HJ 3378,,,,,,,,0.0,
3045,0,2649,HJ 3377,HJ 3377,,,,,,,,0.0,
2973,0,2656,STI 97,STI 97,,,,,,,,0.0,
3074,0,2663,HJ 3375,HJ 3375,,,,,,,,0.0,
3091,0,2683,UC 394,UC 394,,,,,,,,0.0,
3101,0,2685,RST 2247,RST 2247,,,,,,,,0.0,
3081,0,2694,HDS 75,HDS 75,,,,,,,,0.0,
3079,0,2712,KPP 3133,KPP 3133,,,,,,,,0.0,
3067,0,2716,β 108,β 108,,,,,,,,0.0,
3068,0,2717,MRI 31,MRI 31,,,,,,,,0.0,
3207,0,2726,I 439,I 439,,,,,,,,0.0,
0,0,2730,S 387,S 387,,,,,,,,0.0,
3150,0,2732,COU 548,COU 548,,,,,,,,0.0,
3186,0,2741,SKF 2143,SKF 2143,,,,,,,,0.0,
3165,0,2753,Σ 40,Σ 40,,,,,,,,0.0,
3245,0,2758,R 4,R 4,,,,,,,,0.0,
3217,0,2769,HDS 78,HDS 78,,,,,,,,0.0,
3122,0,2770,HDS 77,HDS 77,,,,,,,,0.0,
0,0,2777,POU 41,POU 41,,,,,,,,0.0,
3163,0,2778,Σ 38,Σ 38,,,,,,,,0.0,
2972,0,2794,MLR 481,MLR 481,,,,,,,,0.0,
3212,0,2801,HU 1011,HU 1011,,,,,,,,0.0,
3301,0,2803,B 1411,B 1411,,,,,,,,0.0,
0,0,2808,HDS 81,HDS 81,,,,,,,,0.0,
3395,0,2812,HDS 82,HDS 82,,,,,,,,0.0,
3211,0,2814,ΟΣ 15,ΟΣ 15,,,,,,,,0.0,
0,0,2823,SKF 975,SKF 975,,,,,,,,0.0,
0,0,2826,HDS 83,HDS 83,,,,,,,,0.0,
3162,0,2838,HJ 1983,HJ 1983,,,,,,,,0.0,
3266,0,2844,Σ 42,Σ 42,,,,,,,,0.0,
3326,151,2852,DRS 1,DRS 1,,,,,,,,0.0,
3337,0,2853,B 2066,B 2066,,,,,,,,0.0,
3293,0,2856,HO 623,HO 623,,,,,,,,0.0,
3365,0,2863,RST 5183,RST 5183,,,,,,,,0.0,
0,0,2872,HDS 84,HDS 84,,,,,,,,0.0,
3426,0,2881,JSP 8,JSP 8,,,,,,,,0.0,
3381,0,2884,SKF 1263,SKF 1263,,,,,,,,0.0,
3304,0,2886,A 914,A 914,,,,,,,,0.0,
3405,0,2888,LDS 21,LDS 21,,,,,,,,0.0,
3389,0,2893,HJ 3379,HJ 3379,,,,,,,,0.0,
236479,0,2905,Σ 43,Σ 43,,,,,,,,0.0,
3368,0,2922,HDS 85,HDS 85,,,,,,,,0.0,
0,0,2932,HDS 86,HDS 86,,,,,,,,0.0,
3377,0,2935,β 1097,β 1097,,,,,,,,0.0,
3613,0,2940,HDS 87,HDS 87,,,,,,,,0.0,
3443,159,2941,β 395,β 395,,,,,,,,0.0,
3460,0,2944,I 705,I 705,,,,,,,,0.0,
3455,0,2959,HU 411,HU 411,,,,,,,,0.0,
3366,0,2968,HJ 1989,HJ 1989,,,,,,,,0.0,
0,0,2970,HDS 88,HDS 88,,,,,,,,0.0,
3503,0,2988,OCC 979,OCC 979,,,,,,,,0.0,
3491,0,2989,GRV 34,GRV 34,,,,,,,,0.0,
3490,0,2990,HO 305,HO 305,,,,,,,,0.0,
3540,0,3003,HDS 89,HDS 89,,,,,,,,0.0,
3560,0,3012,UC 407,UC 407,,,,,,,,0.0,
3570,0,3024,LDS 2140,LDS 2140,,,,,,,,0.0,
3606,0,3049,JOH 1,JOH 1,,,,,,,,0.0,
4152,0,3053,LDS 25,LDS 25,,,,,,,,0.0,
0,0,3054,AG 430,AG 430,,,,,,,,0.0,
3605,0,3056,HJ 1991,HJ 1991,,,,,,,,0.0,
3519,0,3058,FYM 212,FYM 212,,,,,,,,0.0,
3622,0,3064,HJ 1992,HJ 1992,,,,,,,,0.0,
3618,0,3072,KPP 4424,KPP 4424,,,,,,,,0.0,
0,0,3077,β 1159,β 1159,,,,,,,,0.0,
3711,0,3079,HJ 3382,HJ 3382,,,,,,,,0.0,
3574,164,3083,ΟΣ 16,ΟΣ 16,,,,,,,,0.0,
3775,0,3096,GLI 2,GLI 2,,,,,,,,0.0,
3626,0,3109,ΟΣ 17,ΟΣ 17,,,,,,,,0.0,
3693,0,3118,HDS 91,HDS 91,,,,,,,,0.0,
3715,0,3134,GAL 303,GAL 303,,,,,,,,0.0,
3553,0,3145,ΟΣΣ 5,ΟΣΣ 5,,,,,,,,0.0,
3762,0,3149,I 46,I 46,,,,,,,,0.0,
3714,0,3150,PLQ 7,PLQ 7,,,,,,,,0.0,
3799,0,3156,UC 420,UC 420,,,,,,,,0.0,
3700,0,3159,β 257,β 257,,,,,,,,0.0,
3681,0,3166,GRF 24,GRF 24,,,,,,,,0.0,
3770,0,3169,LLO 3,LLO 3,,,,,,,,0.0,
3794,172,3175,β 109,β 109,,,,,,,,0.0,
3742,0,3176,COU 1051,COU 1051,,,,,,,,0.0,
3807,174,3193,HJ 323,HJ 323,,,,,,,,0.0,
3852,0,3195,LDS 22,LDS 22,,,,,,,,0.0,
3846,0,3200,HJ 3384,HJ 3384,,,,,,,,0.0,
3821,0,3203,Σ 49,Σ 49,,,,,,,,0.0,
3850,0,3205,HJ 3385,HJ 3385,,,,,,,,0.0,
3790,0,3214,TOK 378,TOK 378,,,,,,,,0.0,
3867,0,3218,B 1413,B 1413,,,,,,,,0.0,
3864,0,3226,I 1074,I 1074,,,,,,,,0.0,
3861,0,3236,SOZ 6,SOZ 6,,,,,,,,0.0,
0,0,3258,YSC 171,YSC 171,,,,,,,,0.0,
3895,0,3264,LSC 9,LSC 9,,,,,,,,0.0,
3883,178,3269,WRH 28,WRH 28,,,,,,,,0.0,
4001,0,3290,MLO 1,MLO 1,,,,,,,,0.0,
3954,0,3295,RST 2250,RST 2250,,,,,,,,0.0,
3978,0,3315,I 1075,I 1075,,,,,,,,0.0,
0,0,3319,HDS 92,HDS 92,,,,,,,,0.0,
4083,0,3340,HJ 3388,HJ 3388,,,,,,,,0.0,
3941,0,3347,ES 1806,ES 1806,,,,,,,,0.0,
3891,0,3348,Σ 48,Σ 48,,,,,,,,0.0,
4125,0,3351,I 440,I 440,,,,,,,,0.0,
4018,0,3355,RST 4741,RST 4741,,,,,,,,0.0,
4048,0,3369,HJ 1995,HJ 1995,,,,,,,,0.0,
3983,0,3370,HDS 94,HDS 94,,,,,,,,0.0,
0,0,3373,A 2205,A 2205,,,,,,,,0.0,
236505,0,3374,A 916,A 916,,,,,,,,0.0,
4073,0,3379,JOH 2,JOH 2,,,,,,,,0.0,
4061,0,3385,HDS 95,HDS 95,,,,,,,,0.0,
4113,0,3391,UC 427,UC 427,,,,,,,,0.0,
4078,0,3393,HDS 96,HDS 96,,,,,,,,0.0,
4130,0,3397,HJ 3390,HJ 3390,,,,,,,,0.0,
4111,0,3398,I 706,I 706,,,,,,,,0.0,
4096,0,3410,Σ 53,Σ 53,,,,,,,,0.0,
4170,0,3425,HU 1340,HU 1340,,,,,,,,0.0,
4134,0,3454,Σ 52,Σ 52,,,,,,,,0.0,
4012,0,3472,Σ 50,Σ 50,,,,,,,,0.0,
4163,0,3473,Σ 55,Σ 55,,,,,,,,0.0,
0,0,3474,HJ 6,HJ 6,,,,,,,,0.0,
4236,0,3485,HDS 98,HDS 98,,,,,,,,0.0,
4294,199,3489,COO 3,COO 3,,,,,,,,0.0,
4173,0,3513,A 919,A 919,,,,,,,,0.0,
4222,196,3544,β 492,β 492,,,,,,,,0.0,
4338,206,3576,MLF 1,MLF 1,,,,,,,,0.0,
4457,0,3579,TOK 811,TOK 811,,,,,,,,0.0,
4378,0,3588,HJ 3395,HJ 3395,,,,,,,,0.0,
4390,0,3592,HDS 100,HDS 100,,,,,,,,0.0,
4375,0,3593,RST 2251,RST 2251,,,,,,,,0.0,
4322,0,3597,TOK 647,TOK 647,,,,,,,,0.0,
4374,0,3600,LDS 3199,LDS 3199,,,,,,,,0.0,
4417,0,3602,HJ 3396,HJ 3396,,,,,,,,0.0,
4397,0,3606,RST 4155,RST 4155,,,,,,,,0.0,
4398,210,3607,KPP 2671,KPP 2671,,,,,,,,0.0,
4393,0,3612,HDS 101,HDS 101,,,,,,,,0.0,
4372,0,3617,Σ I 1,Σ I 1,,Σ I 1,,,,,,0.0,
4388,0,3620,FYM 207,FYM 207,,,,,,,,0.0,
4452,0,3629,SKF 1264,SKF 1264,,,,,,,,0.0,
4421,0,3636,A 2206,A 2206,,,,,,,,0.0,
4520,0,3640,HJ 3397,HJ 3397,,,,,,,,0.0,
4468,0,3648,HU 801,HU 801,,,,,,,,0.0,
4545,0,3653,HJ 3398,HJ 3398,,,,,,,,0.0,
4508,0,3660,KPP 3431,KPP 3431,,,,,,,,0.0,
4463,0,3673,HU 413,HU 413,,,,,,,,0.0,
4491,0,3674,β 494,β 494,,,,,,,,0.0,
4444,0,3677,HO 492,HO 492,,,,,,,,0.0,
4651,0,3679,HDS 103,HDS 103,,,,,,,,0.0,
236526,0,3689,HDS 104,HDS 104,,,,,,,,0.0,
4478,0,3691,A 653,A 653,,,,,,,,0.0,
4475,0,3698,H 5 82,H 5 82,,,,,,,,0.0,
4597,0,3704,LDS 5299,LDS 5299,,,,,,,,0.0,
4946,0,3716,HDS 105,HDS 105,,,,,,,,0.0,
4623,0,3733,I 261,I 261,,,,,,,,0.0,
4536,0,3736,Σ 59,Σ 59,,,,,,,,0.0,
4631,0,3745,B 12,B 12,,,,,,,,0.0,
4662,0,3754,HDS 106,HDS 106,,,,,,,,0.0,
4523,0,3755,MLR 81,MLR 81,,,,,,,,0.0,
4626,0,3761,OCC 833,OCC 833,,,,,,,,0.0,
4617,0,3779,A 654,A 654,,,,,,,,0.0,
4774,0,3804,HDS 107,HDS 107,,,,,,,,0.0,
4714,0,3825,HDO 36,HDO 36,,,,,,,,0.0,
4750,0,3827,HJ 3399,HJ 3399,,,,,,,,0.0,
4732,228,3834,B 13,B 13,,,,,,,,0.0,
4804,0,3838,JSP 13,JSP 13,,,,,,,,0.0,
4731,0,3845,β 301,β 301,,,,,,,,0.0,
4730,227,3849,β 1160,β 1160,,,,,,,,0.0,
4747,0,3850,PES 1,PES 1,,,,,,,,0.0,
4839,0,3851,RST 19,RST 19,,,,,,,,0.0,
0,0,3853,HDS 110,HDS 110,,,,,,,,0.0,
4712,0,3857,HDS 109,HDS 109,,,,,,,,0.0,
4814,0,3864,HJ 3402,HJ 3402,,,,,,,,0.0,
4674,0,3868,HJ 1054,HJ 1054,,,,,,,,0.0,
0,0,3870,B 2067,B 2067,,,,,,,,0.0,
4635,0,3876,ENG 2,ENG 2,,,,,,,,0.0,
4825,0,3880,I 707,I 707,,,,,,,,0.0,
4809,0,3898,HDS 111,HDS 111,,,,,,,,0.0,
5406,0,3899,HDS 112,HDS 112,,,,,,,,0.0,
5278,0,3911,TOI 130,TOI 130,,,,,,,,0.0,
0,0,3912,Σ 63,Σ 63,,,,,,,,0.0,
4857,0,3920,HJ 3401,HJ 3401,,,,,,,,0.0,
4777,0,3926,β 232,β 232,,,,,,,,0.0,
5045,0,3945,RSS 2,RSS 2,,,,,,,,0.0,
4775,233,3951,MCA 2,MCA 2,,,,,,,,0.0,
232289,0,3956,OSO 11,OSO 11,,,,,,,,0.0,
4873,0,3957,HDS 113,HDS 113,,,,,,,,0.0,
4916,0,3982,RST 4159,RST 4159,,,,,,,,0.0,
4897,0,3983,YSC 18,YSC 18,,,,,,,,0.0,
4913,0,3998,SKF 225,SKF 225,,,,,,,,0.0,
4868,0,4016,DAL 11,DAL 11,,,,,,,,0.0,
4966,0,4019,HU 1205,HU 1205,,,,,,,,0.0,
4967,0,4022,LDS 1082,LDS 1082,,,,,,,,0.0,
4935,0,4025,β 496,β 496,,,,,,,,0.0,
4934,0,4030,A 1808,A 1808,,,,,,,,0.0,
4933,0,4032,HU 414,HU 414,,,,,,,,0.0,
5043,0,4035,B 1414,B 1414,,,,,,,,0.0,
4912,0,4038,A 812,A 812,,,,,,,,0.0,
4741,0,4041,YR 5,YR 5,,,,,,,,0.0,
5042,245,4049,I 47,I 47,,,,,,,,0.0,
4979,0,4056,OCC 94,OCC 94,,,,,,,,0.0,
4961,0,4058,HJ 628,HJ 628,,,,,,,,0.0,
5023,0,4060,RST 1200,RST 1200,,,,,,,,0.0,
5022,0,4063,RSS 44,RSS 44,,,,,,,,0.0,
5061,0,4064,RSS 45,RSS 45,,,,,,,,0.0,
4936,0,4065,Σ 67,Σ 67,,,,,,,,0.0,
5041,0,4066,HU 201,HU 201,,,,,,,,0.0,
0,0,4072,STN 3,STN 3,,,,,,,,0.0,
0,0,4082,HDS 114,HDS 114,,,,,,,,0.0,
5098,247,4104,β 734,β 734,,,,,,,,0.0,
5243,0,4136,RSS 46,RSS 46,,,,,,,,0.0,
232296,0,4138,STI 1460,STI 1460,,,,,,,,0.0,
5093,0,4141,A 2207,A 2207,,,,,,,,0.0,
4994,0,4142,HU 1016,HU 1016,,,,,,,,0.0,
5220,0,4149,GLI 4,GLI 4,,,,,,,,0.0,
5032,0,4155,ES 552,ES 552,,,,,,,,0.0,
5156,251,4164,WNO 1,WNO 1,,,,,,,,0.0,
5173,0,4165,B 643,B 643,,,,,,,,0.0,
0,0,4166,LEP 3,LEP 3,,,,,,,,0.0,
5130,0,4173,Σ 71,Σ 71,,,,,,,,0.0,
5143,0,4176,A 2307,A 2307,,,,,,,,0.0,
5218,0,4177,B 644,B 644,,,,,,,,0.0,
5155,0,4186,HDO 37,HDO 37,,,,,,,,0.0,
5467,0,4210,HDS 116,HDS 116,,,,,,,,0.0,
5128,250,4212,Σ 70,Σ 70,,,,,,,,0.0,
5283,0,4228,CPO 108,CPO 108,,,,,,,,0.0,
5250,0,4233,HJ 3407,HJ 3407,,,,,,,,0.0,
5136,0,4237,HDS 118,HDS 118,,,,,,,,0.0,
5262,0,4247,HDS 119,HDS 119,,,,,,,,0.0,
5379,0,4256,RSS 47,RSS 47,,,,,,,,0.0,
5109,0,4258,AG 9,AG 9,,,,,,,,0.0,
5177,0,4264,CTT 2,CTT 2,,,,,,,,0.0,
0,0,4266,HDS 120,HDS 120,,,,,,,,0.0,
5245,0,4268,Σ 72,Σ 72,,,,,,,,0.0,
5405,0,4273,HJ 3408,HJ 3408,,,,,,,,0.0,
5350,0,4277,RST 2252,RST 2252,,,,,,,,0.0,
5280,0,4278,Σ 74,Σ 74,,,,,,,,0.0,
4853,240,4283,UC 466,UC 466,,,,,,,,0.0,
5259,0,4285,HU 802,HU 802,,,,,,,,0.0,
5294,0,4290,ENG 3,ENG 3,,,,,,,,0.0,
5339,0,4299,β 233,β 233,,,,,,,,0.0,
0,0,4302,Σ 75,Σ 75,,,,,,,,0.0,
5279,0,4306,HDS 121,HDS 121,,,,,,,,0.0,
5315,0,4327,β 500,β 500,,,,,,,,0.0,
5314,0,4331,A 1511,A 1511,,,,,,,,0.0,
5425,0,4353,HDS 123,HDS 123,,,,,,,,0.0,
5414,0,4354,B 645,B 645,,,,,,,,0.0,
5412,0,4356,HWE 1,HWE 1,,,,,,,,0.0,
5421,0,4359,B 2514,B 2514,,,,,,,,0.0,
0,0,4368,I 442,I 442,,,,,,,,0.0,
5453,0,4385,NSN 62,NSN 62,,,,,,,,0.0,
5373,0,4386,HDS 124,HDS 124,,,,,,,,0.0,
5372,0,4393,KPP 3137,KPP 3137,,,,,,,,0.0,
5562,0,4395,WIS 19,WIS 19,,,,,,,,0.0,
236579,0,4397,HDS 125,HDS 125,,,,,,,,0.0,
5571,0,4404,φ 78,φ 78,,,,,,,,0.0,
5483,0,4431,HDS 126,HDS 126,,,,,,,,0.0,
5619,0,4441,COO 4,COO 4,,,,,,,,0.0,
5578,0,4448,B 1418,B 1418,,,,,,,,0.0,
5494,0,4457,LSC 11,LSC 11,,,,,,,,0.0,
5687,0,4460,TOI 180,TOI 180,,,,,,,,0.0,
5544,0,4464,SHN 268,SHN 268,,,,,,,,0.0,
5515,0,4471,POU 79,POU 79,,,,,,,,0.0,
5626,0,4483,B 1419,B 1419,,,,,,,,0.0,
5539,0,4490,A 1512,A 1512,,,,,,,,0.0,
5646,0,4493,RST 1201,RST 1201,,,,,,,,0.0,
5617,0,4496,HJ 2004,HJ 2004,,,,,,,,0.0,
5756,0,4512,I 48,I 48,,,,,,,,0.0,
5629,0,4521,UC 477,UC 477,,,,,,,,0.0,
5643,0,4525,SKF 1361,SKF 1361,,,,,,,,0.0,
5739,0,4536,B 1027,B 1027,,,,,,,,0.0,
5659,0,4540,S 390,S 390,,,,,,,,0.0,
0,0,4544,LDS 1519,LDS 1519,,,,,,,,0.0,
5641,277,4558,β 302,β 302,,,,,,,,0.0,
5550,273,4572,TOK 802,TOK 802,,,,,,,,0.0,
5563,0,4580,HU 1019,HU 1019,,,,,,,,0.0,
5639,0,4581,A 925,A 925,,,,,,,,0.0,
5781,0,4619,A 1902,A 1902,,,,,,,,0.0,
5729,0,4626,COU 1505,COU 1505,,,,,,,,0.0,
5580,0,4636,HDS 128,HDS 128,,,,,,,,0.0,
6058,0,4638,GLI 8,GLI 8,,,,,,,,0.0,
5805,0,4641,A 1903,A 1903,,,,,,,,0.0,
5820,284,4655,KUI 4,KUI 4,,,,,,,,0.0,
